concept_id,concept_code,concept_name,vocabulary_id,outcome_set_id,outcome_set_name
45571655,E10.7,"Type 1 diabetes mellitus, With multiple complications",ICD10,5,Type 1 Diabetes
45576436,E10,Type 1 diabetes mellitus,ICD10,5,Type 1 Diabetes
45576437,E10.351,Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema,ICD10CM,5,Type 1 Diabetes
45576438,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,ICD10CM,5,Type 1 Diabetes
45576439,E10.41,Type 1 diabetes mellitus with diabetic mononeuropathy,ICD10CM,5,Type 1 Diabetes
45576440,E10.610,Type 1 diabetes mellitus with diabetic neuropathic arthropathy,ICD10CM,5,Type 1 Diabetes
45577566,O24.03,"Pre-existing type 1 diabetes mellitus, in the puerperium",ICD10CM,5,Type 1 Diabetes
45581349,E10.59,Type 1 diabetes mellitus with other circulatory complications,ICD10CM,5,Type 1 Diabetes
45581350,E10.622,Type 1 diabetes mellitus with other skin ulcer,ICD10CM,5,Type 1 Diabetes
45581351,E10.9,"Type 1 diabetes mellitus, Without complications",ICD10,5,Type 1 Diabetes
45586137,E10.2,"Type 1 diabetes mellitus, With renal complications",ICD10,5,Type 1 Diabetes
45586138,E10.49,Type 1 diabetes mellitus with other diabetic neurological complication,ICD10CM,5,Type 1 Diabetes
45591026,E10.329,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,ICD10CM,5,Type 1 Diabetes
45595793,E10.321,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,ICD10CM,5,Type 1 Diabetes
45595794,E10.341,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,ICD10CM,5,Type 1 Diabetes
45595795,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,ICD10CM,5,Type 1 Diabetes
45595796,E10.5,"Type 1 diabetes mellitus, With peripheral circulatory complications",ICD10,5,Type 1 Diabetes
45600636,E10.10,Type 1 diabetes mellitus with ketoacidosis without coma,ICD10CM,5,Type 1 Diabetes
45600637,E10.29,Type 1 diabetes mellitus with other diabetic kidney complication,ICD10CM,5,Type 1 Diabetes
45600638,E10.40,"Type 1 diabetes mellitus with diabetic neuropathy, unspecified",ICD10CM,5,Type 1 Diabetes
45600639,E10.620,Type 1 diabetes mellitus with diabetic dermatitis,ICD10CM,5,Type 1 Diabetes
45600640,E10.649,Type 1 diabetes mellitus with hypoglycemia without coma,ICD10CM,5,Type 1 Diabetes
45605397,E10.339,Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,ICD10CM,5,Type 1 Diabetes
45605398,E10.621,Type 1 diabetes mellitus with foot ulcer,ICD10CM,5,Type 1 Diabetes
45755355,E10.0,"Type 1 diabetes mellitus, With coma",ICD10,5,Type 1 Diabetes
45757073,1.05E+14,Ischemia of retina due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45757074,1.05E+14,Vitreous hemorrhage due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45757266,1.09E+14,Retinal edema due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45757362,1.21E+14,Hypoglycemic unawareness due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45757393,1.28E+14,Hypertension concurrent and due to end stage renal disease on dialysis due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45757432,1.38E+14,Hyperlipidemia due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45757507,1.65E+14,Ulcer of foot due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45757535,1.85E+13,Microalbuminuria due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45757604,2.43E+14,Proteinuria due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45757674,3.13E+13,Diabetes mellitus type 1 without retinopathy,SNOMED,5,Type 1 Diabetes
45763583,6.10E+13,Nonproliferative diabetic retinopathy due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45763584,6.10E+13,Proliferative retinopathy due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45763585,6.10E+13,Blindness due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45766051,703137001,Type I diabetes mellitus in remission,SNOMED,5,Type 1 Diabetes
45768456,706891008,Neuropathy due to unstable diabetes mellitus type 1,SNOMED,5,Type 1 Diabetes
45769829,7.17E+13,Nephrotic syndrome due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45769830,7.18E+13,Neuropathic arthropathy due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45769832,7.20E+13,Dermopathy due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45769833,7.20E+13,Severe malnutrition due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45769834,7.20E+13,Osteomyelitis due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45769837,7.21E+13,Chronic ulcer of skin due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45769873,8.26E+13,Traction detachment of retina due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45769876,8.44E+13,Hypoglycemia due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45769891,8.75E+13,Ankle ulcer due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45769892,8.75E+13,Ulcer of forefoot due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45769901,9.07E+13,Chronic kidney disease stage 2 due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45769902,9.08E+13,Chronic kidney disease stage 4 due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45769903,9.08E+13,Chronic kidney disease stage 5 due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45769904,9.08E+13,End stage renal disease on dialysis due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45770902,1.10E+14,Ulcer of lower limb due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45770986,706894000,Retinopathy due to unstable diabetes mellitus type 1,SNOMED,5,Type 1 Diabetes
45771067,7.17E+13,Hypertension in chronic kidney disease due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45771068,8.75E+13,Heel AND/OR midfoot ulcer due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45771075,9.07E+13,Chronic kidney disease stage 3 due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45771533,8.26E+13,Rubeosis iridis due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45773567,1.03E+14,Sensory neuropathy due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45773576,9.07E+13,Chronic kidney disease stage 1 due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
45773688,9.64E+13,Chronic kidney disease due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
46269764,1.07E+16,Skin ulcer of toe due to diabetes mellitus type 1,SNOMED,5,Type 1 Diabetes
135215,21983002,Hashimoto thyroiditis,SNOMED,6,Hashimotos
137520,45053005,Chronic thyroiditis,SNOMED,6,Hashimotos
4030050,237535005,Lymphadenoid goiter,SNOMED,6,Hashimotos
4034817,237536006,Lymphocytic thyroiditis - autoimmune,SNOMED,6,Hashimotos
4100629,27538003,Hyperthyroidism with Hashimoto disease,SNOMED,6,Hashimotos
4130018,237520009,Hypothyroidism due to Hashimoto's thyroiditis,SNOMED,6,Hashimotos
4262556,361124009,Self-limiting autoimmune thyroiditis with transient hyperthyroidism and/or hypothyroidism,SNOMED,6,Hashimotos
40320743,154667002,Chronic thyroiditis (& [Hashimoto's disease]),SNOMED,6,Hashimotos
40350830,267466008,Chronic thyroiditis (& [Hashimoto's disease]),SNOMED,6,Hashimotos
40386324,190297000,Thyroiditis: [chronic lymphocytic] or [autoimmune] or [Hashimoto's],SNOMED,6,Hashimotos
40437585,237534009,Hashimoto's thyroiditis,SNOMED,6,Hashimotos
40437588,237537002,Struma lymphomatosis,SNOMED,6,Hashimotos
374919,24700007,Multiple sclerosis,SNOMED,7,Multiple Sclerosis
1411534,G35,Multiple sclerosis,ICD10CN,7,Multiple Sclerosis
1411535,G35.x00,Multiple sclerosis,ICD10CN,7,Multiple Sclerosis
1411536,G35.x01,"Multiple sclerosis, relapsing-remitting (machine translation)",ICD10CN,7,Multiple Sclerosis
1411537,G35.x02,"Multiple sclerosis, primary progressive (machine translation)",ICD10CN,7,Multiple Sclerosis
1411538,G35.x03,"Multiple sclerosis, secondary progressive (machine translation)",ICD10CN,7,Multiple Sclerosis
1411539,G35.x04,"Multiple sclerosis, progressive relapsing (machine translation)",ICD10CN,7,Multiple Sclerosis
1411540,G35.x05,"Multiple sclerosis, a concentric (machine translation)",ICD10CN,7,Multiple Sclerosis
1411541,G35.x06,Multiple sclerosis Dementia (machine translation),ICD10CN,7,Multiple Sclerosis
35207365,G35,Multiple sclerosis,ICD10CM,7,Multiple Sclerosis
37083342,G35,Multiple sclerosis,ICD10GM,7,Multiple Sclerosis
37083343,G35.0,Initial manifestation of multiple sclerosis,ICD10GM,7,Multiple Sclerosis
37083344,G35.1,Multiple sclerosis with a predominantly relapsing course,ICD10GM,7,Multiple Sclerosis
37083345,G35.10,Multiple sclerosis with a predominantly relapsing course: No indication of an acute exacerbation or progression,ICD10GM,7,Multiple Sclerosis
37083346,G35.11,Multiple sclerosis with predominantly relapsing course: with indication of an acute exacerbation or progression,ICD10GM,7,Multiple Sclerosis
37083347,G35.2,Multiple sclerosis with a primary-chronic course,ICD10GM,7,Multiple Sclerosis
37083348,G35.20,Multiple sclerosis with a primary-chronic course: No indication of an acute exacerbation or progression,ICD10GM,7,Multiple Sclerosis
37083349,G35.21,Multiple sclerosis with a primary-chronic course: with details of an acute exacerbation or progression,ICD10GM,7,Multiple Sclerosis
37083350,G35.3,Multiple sclerosis with a secondary chronic course,ICD10GM,7,Multiple Sclerosis
37083351,G35.30,Multiple sclerosis with a secondary-chronic course: No indication of an acute exacerbation or progression,ICD10GM,7,Multiple Sclerosis
37083352,G35.31,Multiple sclerosis with a secondary-chronic course: with details of an acute exacerbation or progression,ICD10GM,7,Multiple Sclerosis
37083353,G35.9,"Multiple sclerosis, unspecified",ICD10GM,7,Multiple Sclerosis
44784474,698626001,Dementia associated with multiple sclerosis,SNOMED,7,Multiple Sclerosis
45571794,G35,Multiple sclerosis,ICD10,7,Multiple Sclerosis
380995,25044007,Neuromyelitis optica,SNOMED,8,Neuromyelitis Optica
35207366,G36.0,Neuromyelitis optica [Devic],ICD10CM,8,Neuromyelitis Optica
45581485,G36.0,Neuromyelitis optica [Devic],ICD10,8,Neuromyelitis Optica
374021,83942000,Acute disseminated encephalomyelitis,SNOMED,9,Acute Disseminated Encephaloymelitis
443802,31367003,Postvaccinal encephalomyelitis,SNOMED,9,Acute Disseminated Encephaloymelitis
45533127,G04.00,"Acute disseminated encephalitis and encephalomyelitis, unspecified",ICD10CM,9,Acute Disseminated Encephaloymelitis
45557223,G04.0,Acute disseminated encephalitis,ICD10,9,Acute Disseminated Encephaloymelitis
443394,363732003,Addison's disease,SNOMED,10,Addisons Disease
3522804,7.85E+13,Addison's disease,SNOMED,10,Addisons Disease
4029576,237760008,Addison's disease with adrenoleucodystrophy,SNOMED,10,Addisons Disease
4142062,34253008,Myopathy in Addison's disease,SNOMED,10,Addisons Disease
4160059,373662000,Primary adrenocortical insufficiency,SNOMED,10,Addisons Disease
4298436,76715008,Addison's disease due to autoimmunity,SNOMED,10,Addisons Disease
4300808,403252006,Buccal pigmentation due to Addison's disease,SNOMED,10,Addisons Disease
35206928,E27.1,Primary adrenocortical insufficiency,ICD10CM,10,Addisons Disease
40275348,111562000,Addison's disease,SNOMED,10,Addisons Disease
40321173,154707007,Corticoadrenal insufficiency (& Addison's [disease] or [crisis]),SNOMED,10,Addisons Disease
40351261,267483004,Corticoadrenal insufficiency (& Addison's [disease] or [crisis]),SNOMED,10,Addisons Disease
40389563,191062002,[X]Other and unspecified primary adrenocortical insufficiency,SNOMED,10,Addisons Disease
40547264,367376006,"Addison's disease, NOS",SNOMED,10,Addisons Disease
44795866,4.15E+14,[X]Other and unspecified primary adrenocortical insufficiency,SNOMED,10,Addisons Disease
45537966,E27.1,Primary adrenocortical insufficiency,ICD10,10,Addisons Disease
254443,83901003,Sjögren's syndrome,SNOMED,11,Sjorens Disease
766394,M35.05,Sjogren syndrome with inflammatory arthritis,ICD10CM,11,Sjorens Disease
766395,M35.06,Sjogren syndrome with peripheral nervous system involvement,ICD10CM,11,Sjorens Disease
766396,M35.07,Sjogren syndrome with central nervous system involvement,ICD10CM,11,Sjorens Disease
766397,M35.08,Sjogren syndrome with gastrointestinal involvement,ICD10CM,11,Sjorens Disease
766398,M35.0A,Sjogren syndrome with glomerular disease,ICD10CM,11,Sjorens Disease
766399,M35.0B,Sjogren syndrome with vasculitis,ICD10CM,11,Sjorens Disease
766400,M35.0C,Sjogren syndrome with dental involvement,ICD10CM,11,Sjorens Disease
1570622,M35.0,Sicca syndrome [Sjogren],ICD10CM,11,Sjorens Disease
1570622,M35.0,Sjogren syndrome,ICD10CM,11,Sjorens Disease
4055370,196137000,Lung disease with Sjögren's disease,SNOMED,11,Sjorens Disease
4130853,126766000,Lymphoepithelial sialadenitis of Sjögren's syndrome,SNOMED,11,Sjorens Disease
4193620,78946008,"Keratoconjunctivitis sicca, in Sjögren's syndrome",SNOMED,11,Sjorens Disease
4216348,80734006,Marinesco-Sjögren syndrome,SNOMED,11,Sjorens Disease
4344163,239915006,Secondary Sjögren's syndrome,SNOMED,11,Sjorens Disease
4344164,239916007,Secondary Sjögren's syndrome with organ/system involvement,SNOMED,11,Sjorens Disease
4344487,239913004,Primary Sjögren's syndrome with organ/system involvement,SNOMED,11,Sjorens Disease
4344488,239914005,Primary Sjögren's syndrome with multisystem involvement,SNOMED,11,Sjorens Disease
4347058,239912009,Primary Sjögren's syndrome,SNOMED,11,Sjorens Disease
4347059,239917003,Secondary Sjögren's syndrome with multisystem involvement,SNOMED,11,Sjorens Disease
37110518,724782005,Demyelination of central nervous system co-occurrent and due to Sjogren disease,SNOMED,11,Sjorens Disease
40320284,156455009,(Sicca - Sjogren's - syndrome) or (keraconjunctivitis sicca) or (Sjogren's disease),SNOMED,11,Sjorens Disease
40352977,267875002,Sicca syndrome,SNOMED,11,Sjorens Disease
40353559,268050000,(Sicca - Sjogren's - syndrome) or (keraconjunctivitis sicca) or (Sjogren's disease),SNOMED,11,Sjorens Disease
40389146,190961002,(Marinesco-Sjogren syndrome) or (disorder of metabolism NOS),SNOMED,11,Sjorens Disease
40401494,205549003,(Ichthyosiform erythroderma) or (Sjogren-Larsson syndrome),SNOMED,11,Sjorens Disease
40405494,201444003,(Sicca - Sjogren's - syndrome) or (keratoconjunctivitis sicca),SNOMED,11,Sjorens Disease
42539352,762303003,Pediatric onset Sjögren syndrome,SNOMED,11,Sjorens Disease
44814064,9.05E+14,Systemic lupus erythematosus/Sjogren's overlap syndrome,SNOMED,11,Sjorens Disease
45533829,M35.01,Sicca syndrome with keratoconjunctivitis,ICD10CM,11,Sjorens Disease
45533829,M35.01,Sjogren syndrome with keratoconjunctivitis,ICD10CM,11,Sjorens Disease
45548403,M35.00,"Sjogren syndrome, unspecified",ICD10CM,11,Sjorens Disease
45548403,M35.00,"Sicca syndrome, unspecified",ICD10CM,11,Sjorens Disease
45557866,M35.04,Sjogren syndrome with tubulo-interstitial nephropathy,ICD10CM,11,Sjorens Disease
45557866,M35.04,Sicca syndrome with tubulo-interstitial nephropathy,ICD10CM,11,Sjorens Disease
45557867,M35.09,Sicca syndrome with other organ involvement,ICD10CM,11,Sjorens Disease
45557867,M35.09,Sjogren syndrome with other organ involvement,ICD10CM,11,Sjorens Disease
45562711,M35.0,Sicca syndrome [Sjögren],ICD10,11,Sjorens Disease
45577246,M35.02,Sjogren syndrome with lung involvement,ICD10CM,11,Sjorens Disease
45577246,M35.02,Sicca syndrome with lung involvement,ICD10CM,11,Sjorens Disease
45577247,M35.03,Sicca syndrome with myopathy,ICD10CM,11,Sjorens Disease
45577247,M35.03,Sjogren syndrome with myopathy,ICD10CM,11,Sjorens Disease
46270481,3.21E+14,Tubulointerstitial nephropathy due to Sjogren syndrome,SNOMED,11,Sjorens Disease
138502,56727007,Vitiligo,SNOMED,13,Vitiligo
1568479,H02.73,Vitiligo of eyelid and periocular area,ICD10CM,13,Vitiligo
3656848,3.31E+14,Vitiligo of skin of right upper eyelid and periocular area,SNOMED,13,Vitiligo
3656849,3.31E+14,Vitiligo of skin of right eyelid and periocular area,SNOMED,13,Vitiligo
3656850,3.31E+14,Vitiligo of skin of left upper eyelid and periocular area,SNOMED,13,Vitiligo
3656851,3.31E+14,Vitiligo of skin of left eyelid and periocular area,SNOMED,13,Vitiligo
4081081,238713002,Occupational vitiligo,SNOMED,13,Vitiligo
4208688,56347002,Vitiligo of pinta,SNOMED,13,Vitiligo
4227153,87666009,Vitiligo of eyelid,SNOMED,13,Vitiligo
4283947,67841000,Vitiligo iridis,SNOMED,13,Vitiligo
4293575,403267005,Localized vitiligo,SNOMED,13,Vitiligo
4293576,403270009,Trichrome vitiligo,SNOMED,13,Vitiligo
4296217,403269008,Generalized vitiligo,SNOMED,13,Vitiligo
4297816,402621008,Idiopathic vitiligo,SNOMED,13,Vitiligo
4299692,403268000,Segmental vitiligo,SNOMED,13,Vitiligo
4300898,403271008,Vitiligo due to Köbnerization,SNOMED,13,Vitiligo
36715781,721539008,Vitiligo of eyelid and periocular area,SNOMED,13,Vitiligo
37116377,733069009,"Deafness, vitiligo, achalasia syndrome",SNOMED,13,Vitiligo
40320264,156437000,Vitiligo,SNOMED,13,Vitiligo
40387044,193958004,Hypopigmentation of eyelid,SNOMED,13,Vitiligo
45538173,H02.733,"Vitiligo of right eye, unspecified eyelid and periocular area",ICD10CM,13,Vitiligo
45542944,H02.739,"Vitiligo of unspecified eye, unspecified eyelid and periocular area",ICD10CM,13,Vitiligo
45552568,H02.735,Vitiligo of left lower eyelid and periocular area,ICD10CM,13,Vitiligo
45557286,H02.734,Vitiligo of left upper eyelid and periocular area,ICD10CM,13,Vitiligo
45566930,H02.732,Vitiligo of right lower eyelid and periocular area,ICD10CM,13,Vitiligo
45581962,L80,Vitiligo,ICD10,13,Vitiligo
45586344,H02.731,Vitiligo of right upper eyelid and periocular area,ICD10CM,13,Vitiligo
45605586,H02.736,"Vitiligo of left eye, unspecified eyelid and periocular area",ICD10CM,13,Vitiligo
318397,13172003,Chronic idiopathic thrombocytopenic purpura,SNOMED,14,Immune thrombocytopenia
436956,75331009,Evans syndrome,SNOMED,14,Immune thrombocytopenia
441264,267534000,Primary thrombocytopenia,SNOMED,14,Immune thrombocytopenia
4028065,128091003,Primary ITP (immune thrombocytopenia),SNOMED,14,Immune thrombocytopenia
4028065,128091003,Autoimmune thrombocytopenia,SNOMED,14,Immune thrombocytopenia
4102469,28505005,Acute idiopathic thrombocytopenic purpura,SNOMED,14,Immune thrombocytopenia
4103532,2897005,Immune thrombocytopenia,SNOMED,14,Immune thrombocytopenia
4120621,234490009,Immune thrombocytopenic purpura,SNOMED,14,Immune thrombocytopenia
4133983,128092005,Secondary autoimmune thrombocytopenia,SNOMED,14,Immune thrombocytopenia
4137430,32273002,Idiopathic thrombocytopenic purpura,SNOMED,14,Immune thrombocytopenia
4230266,438476003,Autoimmune thrombotic thrombocytopenic purpura,SNOMED,14,Immune thrombocytopenia
35206770,D69.3,Immune thrombocytopenic purpura,ICD10CM,14,Immune thrombocytopenia
40321715,154825008,Thrombocytopenic purpura: [primary] or [idiopathic],SNOMED,14,Immune thrombocytopenia
40351354,267567001,Thrombocytopenic purpura: [primary] or [idiopathic],SNOMED,14,Immune thrombocytopenia
40359195,275758003,Autoimmune thrombocytopenia,SNOMED,14,Immune thrombocytopenia
40390495,191316002,Idiopathic purpura (& thrombocytopenic),SNOMED,14,Immune thrombocytopenia
45537929,D69.3,Idiopathic thrombocytopenic purpura,ICD10,14,Immune thrombocytopenia
45557091,D69.41,Evans syndrome,ICD10CM,14,Immune thrombocytopenia
72705,74391003,Pauciarticular juvenile rheumatoid arthritis,SNOMED,15,Juvenile Arthritis
72714,1961000,Chronic polyarticular juvenile rheumatoid arthritis,SNOMED,15,Juvenile Arthritis
75621,75822003,Acute polyarticular juvenile rheumatoid arthritis,SNOMED,15,Juvenile Arthritis
75622,201799006,Monarticular juvenile rheumatoid arthritis,SNOMED,15,Juvenile Arthritis
725374,M08.0A,"Unspecified juvenile rheumatoid arthritis, other specified site",ICD10CM,15,Juvenile Arthritis
725376,M08.4A,"Pauciarticular juvenile rheumatoid arthritis, other specified site",ICD10CM,15,Juvenile Arthritis
759884,1.07E+15,Arthritis of joint of right shoulder region,SNOMED,15,Juvenile Arthritis
1419158,M08.0,Juvenile rheumatoid arthritis,ICD10CN,15,Juvenile Arthritis
1570082,M08.0,Unspecified juvenile rheumatoid arthritis,ICD10CM,15,Juvenile Arthritis
1570083,M08.01,"Unspecified juvenile rheumatoid arthritis, shoulder",ICD10CM,15,Juvenile Arthritis
1570084,M08.02,Unspecified juvenile rheumatoid arthritis of elbow,ICD10CM,15,Juvenile Arthritis
1570085,M08.03,"Unspecified juvenile rheumatoid arthritis, wrist",ICD10CM,15,Juvenile Arthritis
1570086,M08.04,"Unspecified juvenile rheumatoid arthritis, hand",ICD10CM,15,Juvenile Arthritis
1570087,M08.05,"Unspecified juvenile rheumatoid arthritis, hip",ICD10CM,15,Juvenile Arthritis
1570088,M08.06,"Unspecified juvenile rheumatoid arthritis, knee",ICD10CM,15,Juvenile Arthritis
1570089,M08.07,"Unspecified juvenile rheumatoid arthritis, ankle and foot",ICD10CM,15,Juvenile Arthritis
1570090,M08.2,Juvenile rheumatoid arthritis with systemic onset,ICD10CM,15,Juvenile Arthritis
1570091,M08.21,"Juvenile rheumatoid arthritis with systemic onset, shoulder",ICD10CM,15,Juvenile Arthritis
1570092,M08.22,"Juvenile rheumatoid arthritis with systemic onset, elbow",ICD10CM,15,Juvenile Arthritis
1570093,M08.23,"Juvenile rheumatoid arthritis with systemic onset, wrist",ICD10CM,15,Juvenile Arthritis
1570094,M08.24,"Juvenile rheumatoid arthritis with systemic onset, hand",ICD10CM,15,Juvenile Arthritis
1570095,M08.25,"Juvenile rheumatoid arthritis with systemic onset, hip",ICD10CM,15,Juvenile Arthritis
1570096,M08.26,"Juvenile rheumatoid arthritis with systemic onset, knee",ICD10CM,15,Juvenile Arthritis
1570097,M08.27,"Juvenile rheumatoid arthritis with systemic onset, ankle and foot",ICD10CM,15,Juvenile Arthritis
1570098,M08.4,Pauciarticular juvenile rheumatoid arthritis,ICD10CM,15,Juvenile Arthritis
1570099,M08.41,"Pauciarticular juvenile rheumatoid arthritis, shoulder",ICD10CM,15,Juvenile Arthritis
1570100,M08.42,"Pauciarticular juvenile rheumatoid arthritis, elbow",ICD10CM,15,Juvenile Arthritis
1570101,M08.43,"Pauciarticular juvenile rheumatoid arthritis, wrist",ICD10CM,15,Juvenile Arthritis
1570102,M08.44,"Pauciarticular juvenile rheumatoid arthritis, hand",ICD10CM,15,Juvenile Arthritis
1570103,M08.45,"Pauciarticular juvenile rheumatoid arthritis, hip",ICD10CM,15,Juvenile Arthritis
1570104,M08.46,"Pauciarticular juvenile rheumatoid arthritis, knee",ICD10CM,15,Juvenile Arthritis
1570105,M08.47,"Pauciarticular juvenile rheumatoid arthritis, ankle and foot",ICD10CM,15,Juvenile Arthritis
3538910,6.57E+14,Juvenile rheumatoid arthritis NOS,SNOMED,15,Juvenile Arthritis
4114439,201766009,Rheumatoid arthritis of shoulder,SNOMED,15,Juvenile Arthritis
4115054,201800005,Juvenile rheumatoid arthritis NOS,SNOMED,15,Juvenile Arthritis
4115161,287007001,Rheumatoid arthritis - hand joint,SNOMED,15,Juvenile Arthritis
4116150,201775006,Rheumatoid arthritis of hip,SNOMED,15,Juvenile Arthritis
4116151,201777003,Rheumatoid arthritis of knee,SNOMED,15,Juvenile Arthritis
4116440,201769002,Rheumatoid arthritis of elbow,SNOMED,15,Juvenile Arthritis
4116441,201771002,Rheumatoid arthritis of wrist,SNOMED,15,Juvenile Arthritis
4116447,201796004,Systemic onset juvenile chronic arthritis,SNOMED,15,Juvenile Arthritis
4117686,287006005,Rheumatoid arthritis of multiple joints,SNOMED,15,Juvenile Arthritis
4117687,287008006,Rheumatoid arthritis - ankle and/or foot,SNOMED,15,Juvenile Arthritis
4132810,410797009,Juvenile seronegative polyarthritis,SNOMED,15,Juvenile Arthritis
4253901,410795001,Juvenile rheumatoid arthritis,SNOMED,15,Juvenile Arthritis
35208755,M08.3,Juvenile rheumatoid polyarthritis (seronegative),ICD10CM,15,Juvenile Arthritis
40320315,156483006,Juvenile rheumatoid arthritis &/or Still's disease,SNOMED,15,Juvenile Arthritis
40353562,268052008,Juvenile rheumatoid arthritis &/or Still's disease,SNOMED,15,Juvenile Arthritis
40400221,201798003,Polyarticular juvenile rheumatoid arthritis,SNOMED,15,Juvenile Arthritis
40400233,201808003,Juvenile rheumatoid arthritis,SNOMED,15,Juvenile Arthritis
40400234,201809006,Pauciarticular onset juvenile chronic arthritis,SNOMED,15,Juvenile Arthritis
40483795,445479007,Polyarticular juvenile rheumatoid arthritis,SNOMED,15,Juvenile Arthritis
40630616,7441009,Juvenile chronic polyarthritis,SNOMED,15,Juvenile Arthritis
40643351,83793004,Monoarticular juvenile rheumatoid arthritis,SNOMED,15,Juvenile Arthritis
40644064,86119004,Polyarticular juvenile rheumatoid arthritis,SNOMED,15,Juvenile Arthritis
42616721,M08.00,"Juvenile rheumatoid arthritis, multiple sites",ICD10,15,Juvenile Arthritis
42616722,M08.01,"Juvenile rheumatoid arthritis, shoulder region",ICD10,15,Juvenile Arthritis
42616723,M08.02,"Juvenile rheumatoid arthritis, upper arm",ICD10,15,Juvenile Arthritis
42616724,M08.03,"Juvenile rheumatoid arthritis, forearm",ICD10,15,Juvenile Arthritis
42616725,M08.04,"Juvenile rheumatoid arthritis, hand",ICD10,15,Juvenile Arthritis
42616726,M08.05,"Juvenile rheumatoid arthritis, pelvic region and thigh",ICD10,15,Juvenile Arthritis
42616727,M08.06,"Juvenile rheumatoid arthritis, lower leg",ICD10,15,Juvenile Arthritis
42616728,M08.07,"Juvenile rheumatoid arthritis, ankle and foot",ICD10,15,Juvenile Arthritis
42616729,M08.08,"Juvenile rheumatoid arthritis, other",ICD10,15,Juvenile Arthritis
42616730,M08.09,"Juvenile rheumatoid arthritis, site unspecified",ICD10,15,Juvenile Arthritis
42616760,M08.40,"Pauciarticular juvenile arthritis, multiple sites",ICD10,15,Juvenile Arthritis
42616761,M08.41,"Pauciarticular juvenile arthritis, shoulder region",ICD10,15,Juvenile Arthritis
42616762,M08.42,"Pauciarticular juvenile arthritis, upper arm",ICD10,15,Juvenile Arthritis
42616763,M08.43,"Pauciarticular juvenile arthritis, forearm",ICD10,15,Juvenile Arthritis
42616764,M08.44,"Pauciarticular juvenile arthritis, hand",ICD10,15,Juvenile Arthritis
42616765,M08.45,"Pauciarticular juvenile arthritis, pelvic region and thigh",ICD10,15,Juvenile Arthritis
42616766,M08.47,"Pauciarticular juvenile arthritis, ankle and foot",ICD10,15,Juvenile Arthritis
42616767,M08.48,"Pauciarticular juvenile arthritis, other",ICD10,15,Juvenile Arthritis
42616768,M08.49,"Pauciarticular juvenile arthritis, site unspecified",ICD10,15,Juvenile Arthritis
42616769,M08.80,"Other juvenile arthritis, multiple sites",ICD10,15,Juvenile Arthritis
