concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,category
40843120,montelukast 5 MG Chewable Tablet [Montelukast Stada] Box of 100,Drug,RxNorm Extension,Branded Drug Box,S,OMOP2041082,2017-08-24,2099-12-31,NA,LTRA
40843121,montelukast 5 MG Chewable Tablet [Montelukast Biomo] Box of 56,Drug,RxNorm Extension,Branded Drug Box,S,OMOP2041083,2017-08-24,2099-12-31,NA,LTRA
40843122,montelukast 5 MG Chewable Tablet [Montelukast Juta] Box of 20,Drug,RxNorm Extension,Branded Drug Box,S,OMOP2041084,2017-08-24,2099-12-31,NA,LTRA
40843123,montelukast 5 MG Chewable Tablet [MONTELUKAST ACTAVIS] Box of 20,Drug,RxNorm Extension,Branded Drug Box,S,OMOP2041085,2017-08-24,2099-12-31,NA,LTRA
40843124,montelukast 5 MG Chewable Tablet [Montelukast 1a Pharma] Box of 50,Drug,RxNorm Extension,Branded Drug Box,S,OMOP2041086,2017-08-24,2099-12-31,NA,LTRA
40843125,montelukast 5 MG Chewable Tablet [Monkasta] Box of 50,Drug,RxNorm Extension,Branded Drug Box,S,OMOP2041087,2017-08-24,2099-12-31,NA,LTRA
40846022,fluticasone 0.5 MG/ACTUAT / salmeterol 0.0727 MG/ACTUAT Dry Powder Inhaler [Airflusal],Drug,RxNorm Extension,Branded Drug,S,OMOP2043984,2017-08-24,2099-12-31,NA,combo
40846024,fluticasone 0.1 MG / salmeterol 0.073 MG Dry Powder Inhaler [Atmadisc] Box of 60,Drug,RxNorm Extension,Branded Drug Box,S,OMOP2043986,2017-08-24,2099-12-31,NA,combo
40846025,fluticasone 0.5 MG / salmeterol 0.073 MG Dry Powder Inhaler [Atmadisc],Drug,RxNorm Extension,Branded Drug,S,OMOP2043987,2017-08-24,2099-12-31,NA,combo
40846027,fluticasone 0.11 MG/ACTUAT Metered Dose Inhaler [Flixotide],Drug,RxNorm Extension,Branded Drug,S,OMOP2043989,2017-08-24,2099-12-31,NA,ICS
40846028,fluticasone 0.1 MG/ACTUAT Dry Powder Inhaler [Atemur],Drug,RxNorm Extension,Branded Drug,S,OMOP2043990,2017-08-24,2099-12-31,NA,ICS
40846030,fluticasone 0.25 MG Dry Powder Inhaler [Flutide] Box of 120,Drug,RxNorm Extension,Branded Drug Box,S,OMOP2043992,2017-08-24,2099-12-31,NA,ICS
40846031,fluticasone 0.25 MG Dry Powder Inhaler [Atemur] Box of 120,Drug,RxNorm Extension,Branded Drug Box,S,OMOP2043993,2017-08-24,2099-12-31,NA,ICS
40846035,fluticasone 15 MG Dry Powder Inhaler [Flixotide],Drug,RxNorm Extension,Branded Drug,S,OMOP2043997,2017-08-24,2099-12-31,NA,ICS
40846036,fluticasone 0.5 MG Dry Powder Inhaler [Flixotide] Box of 1,Drug,RxNorm Extension,Branded Drug Box,S,OMOP2043998,2017-08-24,2099-12-31,NA,ICS
40846037,fluticasone 30 MG Dry Powder Inhaler [Flixotide],Drug,RxNorm Extension,Branded Drug,S,OMOP2043999,2017-08-24,2099-12-31,NA,ICS
40848399,ciclesonide 0.16 MG/ACTUAT Metered Dose Inhaler [Alvesco] Box of 120,Drug,RxNorm Extension,Branded Drug Box,S,OMOP2046361,2017-08-24,2099-12-31,NA,ICS
40849294,Budesonide 0.2 MG Dry Powder Inhaler [Budiair] Box of 10,Drug,RxNorm Extension,Branded Drug Box,S,OMOP2047256,2017-08-24,2099-12-31,NA,ICS
40849297,Budesonide 0.2 MG Dry Powder Inhaler [Budepur],Drug,RxNorm Extension,Branded Drug,S,OMOP2047259,2017-08-24,2099-12-31,NA,ICS
40849298,Budesonide 0.2 MG Dry Powder Inhaler [Respicort] Box of 2,Drug,RxNorm Extension,Branded Drug Box,S,OMOP2047260,2017-08-24,2099-12-31,NA,ICS
40849306,Budesonide 0.18 MG/ACTUAT Dry Powder Inhaler [BUDESONIDE SANDOZ],Drug,RxNorm Extension,Branded Drug,S,OMOP2047268,2017-08-24,2099-12-31,NA,ICS
40849311,Budesonide 0.0002 MG/MG Dry Powder Inhaler [Budesonid Heumann] Box of 1,Drug,RxNorm Extension,Branded Drug Box,S,OMOP2047273,2017-08-24,2099-12-31,NA,ICS
40849312,Budesonide 0.4 MG Dry Powder Inhaler [Budecort],Drug,RxNorm Extension,Branded Drug,S,OMOP2047274,2017-08-24,2099-12-31,NA,ICS
40849314,Budesonide 0.25 MG/ML Inhalant Solution [Buparid] Box of 60,Drug,RxNorm Extension,Branded Drug Box,S,OMOP2047276,2017-08-24,2099-12-31,NA,ICS
40849699,Beclomethasone 0.005 MG/ML Nasal Spray [Beclomet] Box of 200,Drug,RxNorm Extension,Branded Drug Box,S,OMOP2047661,2017-08-24,2099-12-31,NA,ICS
40849702,Beclomethasone 0.05 MG Metered Dose Inhaler [Ventolair] Box of 200,Drug,RxNorm Extension,Branded Drug Box,S,OMOP2047664,2017-08-24,2099-12-31,NA,ICS
40849704,Beclomethasone 0.00143 MG/MG Nasal Spray [Beconase] Box of 200,Drug,RxNorm Extension,Branded Drug Box,S,OMOP2047666,2017-08-24,2099-12-31,NA,ICS
40849706,Beclomethasone 0.05 MG/ACTUAT Metered Dose Inhaler [Ventolair],Drug,RxNorm Extension,Branded Drug,S,OMOP2047668,2017-08-24,2099-12-31,NA,ICS
40849707,Beclomethasone 0.25 MG Metered Dose Inhaler [Ventolair],Drug,RxNorm Extension,Branded Drug,S,OMOP2047669,2017-08-24,2099-12-31,NA,ICS
40849709,Beclomethasone 0.002 MG/ML Nasal Spray [Beclometason Ratiopharm],Drug,RxNorm Extension,Branded Drug,S,OMOP2047671,2017-08-24,2099-12-31,NA,ICS
40849711,Beclomethasone 0.05 MG Metered Dose Inhaler [Ventolair] Box of 1,Drug,RxNorm Extension,Branded Drug Box,S,OMOP2047673,2017-08-24,2099-12-31,NA,ICS
40849712,Beclomethasone 0.05 MG Metered Dose Inhaler [AeroBec],Drug,RxNorm Extension,Branded Drug,S,OMOP2047674,2017-08-24,2099-12-31,NA,ICS
40849713,Beclomethasone 10.3 MG/ML Nasal Spray [Beclomet],Drug,RxNorm Extension,Branded Drug,S,OMOP2047675,2017-08-24,2099-12-31,NA,ICS
40849714,Beclomethasone 0.1 MG Metered Dose Inhaler [Ventolair] Box of 200,Drug,RxNorm Extension,Branded Drug Box,S,OMOP2047676,2017-08-24,2099-12-31,NA,ICS
40849716,Beclomethasone 0.2 MG Metered Dose Inhaler [Sanasthmyl],Drug,RxNorm Extension,Branded Drug,S,OMOP2047678,2017-08-24,2099-12-31,NA,ICS
40851486,Theophylline 400 MG Extended Release Oral Capsule [Cronasma] Box of 20 by Orion,Drug,RxNorm Extension,Marketed Product,S,OMOP2049448,2017-08-24,2099-12-31,NA,theophylline
40851487,Theophylline 400 MG Oral Tablet [Uniphyllin Continus] Box of 50 by Mundipharma,Drug,RxNorm Extension,Marketed Product,S,OMOP2049449,2017-08-24,2099-12-31,NA,theophylline
40851488,Theophylline 500 MG Extended Release Oral Capsule [Euphylong] Box of 20 by Takeda,Drug,RxNorm Extension,Marketed Product,S,OMOP2049450,2017-08-24,2099-12-31,NA,theophylline
40851489,Theophylline 300 MG Extended Release Oral Capsule Box of 50 by Azupharma,Drug,RxNorm Extension,Marketed Product,S,OMOP2049451,2017-08-24,2099-12-31,NA,theophylline
40851490,Theophylline 300 MG Extended Release Oral Tablet [Ditenate] Box of 50 by Sanofi,Drug,RxNorm Extension,Marketed Product,S,OMOP2049452,2017-08-24,2099-12-31,NA,theophylline
40851491,Theophylline 300 MG Extended Release Oral Tablet [Uniphyllin Continus] Box of 100 by Eurim-Pharm,Drug,RxNorm Extension,Marketed Product,S,OMOP2049453,2017-08-24,2099-12-31,NA,theophylline
40851492,Theophylline 300 MG Oral Tablet [Uniphyllin Continus] Box of 50 by Mtk,Drug,RxNorm Extension,Marketed Product,S,OMOP2049454,2017-08-24,2099-12-31,NA,theophylline
40851493,Theophylline 300 MG Extended Release Oral Tablet [Uniphyllin Continus] Box of 50 by Eurim-Pharm,Drug,RxNorm Extension,Marketed Product,S,OMOP2049455,2017-08-24,2099-12-31,NA,theophylline
40851494,Theophylline 300 MG Extended Release Oral Tablet [Uniphyllin Continus] Box of 20 by Eurim-Pharm,Drug,RxNorm Extension,Marketed Product,S,OMOP2049456,2017-08-24,2099-12-31,NA,theophylline
40851495,Theophylline 300 MG Oral Tablet [Tromphyllin Retard 300] Box of 1000 by Trommsdorff,Drug,RxNorm Extension,Marketed Product,S,OMOP2049457,2017-08-24,2099-12-31,NA,theophylline
40851496,Theophylline 300 MG Extended Release Oral Tablet [Contiphyllin] Box of 50 by Aristo,Drug,RxNorm Extension,Marketed Product,S,OMOP2049458,2017-08-24,2099-12-31,NA,theophylline
40851497,Theophylline 600 MG Extended Release Oral Tablet [Uniphyllin Continus] Box of 100 by Emra-Med,Drug,RxNorm Extension,Marketed Product,S,OMOP2049459,2017-08-24,2099-12-31,NA,theophylline
40851498,Theophylline 600 MG Oral Tablet [Uniphyllin Continus] Box of 50 by Mtk,Drug,RxNorm Extension,Marketed Product,S,OMOP2049460,2017-08-24,2099-12-31,NA,theophylline
40851499,Theophylline 600 MG Oral Tablet [Tromphyllin Retard 300] Box of 20 by Trommsdorff,Drug,RxNorm Extension,Marketed Product,S,OMOP2049461,2017-08-24,2099-12-31,NA,theophylline
40851500,Theophylline 350 MG Extended Release Oral Capsule [Bronchoretard] Box of 100 by Astellas,Drug,RxNorm Extension,Marketed Product,S,OMOP2049462,2017-08-24,2099-12-31,NA,theophylline
40851501,Theophylline 350 MG Extended Release Oral Capsule [Bronchoretard] Box of 50 by Astellas,Drug,RxNorm Extension,Marketed Product,S,OMOP2049463,2017-08-24,2099-12-31,NA,theophylline
40851502,Theophylline 350 MG Extended Release Oral Capsule Box of 100 by Emra-Med,Drug,RxNorm Extension,Marketed Product,S,OMOP2049464,2017-08-24,2099-12-31,NA,theophylline
40851503,Theophylline 350 MG Extended Release Oral Capsule Box of 50 by Mtk,Drug,RxNorm Extension,Marketed Product,S,OMOP2049465,2017-08-24,2099-12-31,NA,theophylline
40851504,Theophylline 350 MG Extended Release Oral Capsule Box of 20 by Mtk,Drug,RxNorm Extension,Marketed Product,S,OMOP2049466,2017-08-24,2099-12-31,NA,theophylline
40851506,Theophylline 250 MG Extended Release Oral Capsule [Duraphyllin] Box of 100 by Mylan,Drug,RxNorm Extension,Marketed Product,S,OMOP2049468,2017-08-24,2099-12-31,NA,theophylline
40851507,Theophylline 200 MG Extended Release Oral Capsule [Theophyllin Stada] Box of 20 by Stada,Drug,RxNorm Extension,Marketed Product,S,OMOP2049469,2017-08-24,2099-12-31,NA,theophylline
40851508,Theophylline 200 MG Extended Release Oral Capsule Box of 100 by Emra-Med,Drug,RxNorm Extension,Marketed Product,S,OMOP2049470,2017-08-24,2099-12-31,NA,theophylline
40851509,Theophylline 200 MG Extended Release Oral Capsule Box of 100 by Azupharma,Drug,RxNorm Extension,Marketed Product,S,OMOP2049471,2017-08-24,2099-12-31,NA,theophylline
40851510,Theophylline 200 MG Extended Release Oral Capsule Box of 20 by Emra-Med,Drug,RxNorm Extension,Marketed Product,S,OMOP2049472,2017-08-24,2099-12-31,NA,theophylline
40851511,Theophylline 200 MG Oral Tablet [Uniphyllin Continus] Box of 100 by Orifarm Leverkus,Drug,RxNorm Extension,Marketed Product,S,OMOP2049473,2017-08-24,2099-12-31,NA,theophylline
40851512,Theophylline 200 MG Extended Release Oral Tablet [Uniphyllin Continus] Box of 50 by Kohlpharma,Drug,RxNorm Extension,Marketed Product,S,OMOP2049474,2017-08-24,2099-12-31,NA,theophylline
40851513,Theophylline 200 MG Extended Release Oral Tablet [Uniphyllin Continus] Box of 20 by Mundipharma,Drug,RxNorm Extension,Marketed Product,S,OMOP2049475,2017-08-24,2099-12-31,NA,theophylline
40851514,Theophylline 200 MG Oral Tablet [Uniphyllin Continus] Box of 20 by Emra-Med,Drug,RxNorm Extension,Marketed Product,S,OMOP2049476,2017-08-24,2099-12-31,NA,theophylline
40851515,Theophylline 200 MG Extended Release Oral Tablet [Theophyllin Aristo] Box of 100 by Aristo,Drug,RxNorm Extension,Marketed Product,S,OMOP2049477,2017-08-24,2099-12-31,NA,theophylline
40851537,Terbutaline 2.5 MG Oral Tablet [Terbutalin Ratiopharm] Box of 100 by Ratiopharm,Drug,RxNorm Extension,Marketed Product,S,OMOP2049499,2017-08-24,2099-12-31,NA,SABA
40851538,Terbutaline 2.5 MG Oral Tablet [Contimit] Box of 20 by Aristo,Drug,RxNorm Extension,Marketed Product,S,OMOP2049500,2017-08-24,2099-12-31,NA,SABA
40851539,Terbutaline 7.5 MG Extended Release Oral Capsule [Terbutalin Wolff] Box of 50 by Wolff Bielefeld,Drug,RxNorm Extension,Marketed Product,S,OMOP2049501,2017-08-24,2099-12-31,NA,SABA
40851540,Terbutaline 7.5 MG Extended Release Oral Capsule [Terbutalin Trom] Box of 50 by Trommsdorff,Drug,RxNorm Extension,Marketed Product,S,OMOP2049502,2017-08-24,2099-12-31,NA,SABA
40851541,Terbutaline 7.5 MG Extended Release Oral Capsule [Asthmoprotect] Box of 100 by Azupharma,Drug,RxNorm Extension,Marketed Product,S,OMOP2049503,2017-08-24,2099-12-31,NA,SABA
40851542,Terbutaline 7.5 MG Extended Release Oral Capsule Box of 50 by Novartis,Drug,RxNorm Extension,Marketed Product,S,OMOP2049504,2017-08-24,2099-12-31,NA,SABA
40851964,Albuterol 20 MG Dry Powder Inhaler [Salbutamol Sandoz] Box of 2 by Novartis,Drug,RxNorm Extension,Marketed Product,S,OMOP2049926,2017-08-24,2099-12-31,NA,SABA
40851965,Albuterol 20 MG Dry Powder Inhaler [Salbutamol Stada] Box of 3 by Stada,Drug,RxNorm Extension,Marketed Product,S,OMOP2049927,2017-08-24,2099-12-31,NA,SABA
40851966,Albuterol 20 MG Dry Powder Inhaler [Salbuhexal] Box of 1 by Novartis,Drug,RxNorm Extension,Marketed Product,S,OMOP2049928,2017-08-24,2099-12-31,NA,SABA
40851967,Albuterol 20 MG Dry Powder Inhaler [Apsomol] Box of 1 by Riemser,Drug,RxNorm Extension,Marketed Product,S,OMOP2049929,2017-08-24,2099-12-31,NA,SABA
40851968,Albuterol 0.2 MG Dry Powder Inhaler [CYCLO] Box of 60 by PB,Drug,RxNorm Extension,Marketed Product,S,OMOP2049930,2017-08-24,2099-12-31,NA,SABA
40851969,Albuterol 0.1 MG Dry Powder Inhaler [Sultanol] Box of 2 by Eurim-Pharm,Drug,RxNorm Extension,Marketed Product,S,OMOP2049931,2017-08-24,2099-12-31,NA,SABA
40851970,Albuterol 0.1 MG Dry Powder Inhaler [Sultanol] Box of 1 by Eurim-Pharm,Drug,RxNorm Extension,Marketed Product,S,OMOP2049932,2017-08-24,2099-12-31,NA,SABA
40851971,Albuterol 0.1 MG Dry Powder Inhaler [Sultanol] Box of 1 by Emra-Med,Drug,RxNorm Extension,Marketed Product,S,OMOP2049933,2017-08-24,2099-12-31,NA,SABA
40851972,Albuterol 0.1 MG Metered Dose Inhaler [Salbulair] Box of 10 by 3M,Drug,RxNorm Extension,Marketed Product,S,OMOP2049934,2017-08-24,2099-12-31,NA,SABA
40851973,Albuterol 0.1 MG Metered Dose Inhaler Box of 1 by Astellas,Drug,RxNorm Extension,Marketed Product,S,OMOP2049935,2017-08-24,2099-12-31,NA,SABA
40853496,montelukast 10 MG Oral Tablet [Montelukast Glenmark] Box of 20 by Glenmark,Drug,RxNorm Extension,Marketed Product,S,OMOP2051458,2017-08-24,2099-12-31,NA,LTRA
40853497,montelukast 10 MG Oral Tablet [Montelukast Fair Med] Box of 50 by Fair-Med,Drug,RxNorm Extension,Marketed Product,S,OMOP2051459,2017-08-24,2099-12-31,NA,LTRA
40853499,montelukast 10 MG Oral Tablet [Montelair Hexal] Box of 20 by Novartis,Drug,RxNorm Extension,Marketed Product,S,OMOP2051461,2017-08-24,2099-12-31,NA,LTRA
40853501,montelukast 10 MG Oral Tablet [Singulair] Box of 20 by Emra-Med,Drug,RxNorm Extension,Marketed Product,S,OMOP2051463,2017-08-24,2099-12-31,NA,LTRA
40853502,montelukast 10 MG Oral Tablet [Montelukast Zentiva] Box of 20 by Sanofi,Drug,RxNorm Extension,Marketed Product,S,OMOP2051464,2017-08-24,2099-12-31,NA,LTRA
40853505,montelukast 4 MG Chewable Tablet [Singulair] Box of 50 by Bb Farma,Drug,RxNorm Extension,Marketed Product,S,OMOP2051467,2017-08-24,2099-12-31,NA,LTRA
40853506,montelukast 4 MG Chewable Tablet [Montelukast Fair Med] Box of 50 by Fair-Med,Drug,RxNorm Extension,Marketed Product,S,OMOP2051468,2017-08-24,2099-12-31,NA,LTRA
40853507,montelukast 4 MG Chewable Tablet [Montelukast Abz] Box of 20 by AbZ-Pharma,Drug,RxNorm Extension,Marketed Product,S,OMOP2051469,2017-08-24,2099-12-31,NA,LTRA
40853509,montelukast 5 MG Chewable Tablet [Singulair] Box of 50 by Cc,Drug,RxNorm Extension,Marketed Product,S,OMOP2051471,2017-08-24,2099-12-31,NA,LTRA
40853510,montelukast 5 MG Chewable Tablet [Montelair Hexal] Box of 50 by Novartis,Drug,RxNorm Extension,Marketed Product,S,OMOP2051472,2017-08-24,2099-12-31,NA,LTRA
40854918,fluticasone 0.1 MG Dry Powder Inhaler [Flixotide] Box of 2 by Emra-Med,Drug,RxNorm Extension,Marketed Product,S,OMOP2052880,2017-08-24,2099-12-31,NA,ICS
40854919,fluticasone 15 MG Dry Powder Inhaler [Flixotide] Box of 2 by Kohlpharma,Drug,RxNorm Extension,Marketed Product,S,OMOP2052881,2017-08-24,2099-12-31,NA,ICS
40856154,Theophylline 400 MG Oral Tablet [Euspirax] Box of 20 by Asche,Drug,RxNorm Extension,Marketed Product,S,OMOP2054116,2017-08-24,2099-12-31,NA,theophylline
40856572,Budesonide 0.1 MG Dry Powder Inhaler [Cyclo Bude] Box of 100 by PB,Drug,RxNorm Extension,Marketed Product,S,OMOP2054534,2017-08-24,2099-12-31,NA,ICS
40856573,Budesonide 0.2 MG Dry Powder Inhaler [Budiair] Box of 1 by Chiesi,Drug,RxNorm Extension,Marketed Product,S,OMOP2054535,2017-08-24,2099-12-31,NA,ICS
40856574,Budesonide 0.2 MG Dry Powder Inhaler [Pulmax] Box of 200 by TEVA,Drug,RxNorm Extension,Marketed Product,S,OMOP2054536,2017-08-24,2099-12-31,NA,ICS
40856575,Budesonide 40 MG Dry Powder Inhaler [Budiair] Box of 1 by Chiesi,Drug,RxNorm Extension,Marketed Product,S,OMOP2054537,2017-08-24,2099-12-31,NA,ICS
40856582,Budesonide 0.2 MG Dry Powder Inhaler [Cyclo Bude] Box of 60 by PB,Drug,RxNorm Extension,Marketed Product,S,OMOP2054544,2017-08-24,2099-12-31,NA,ICS
40856583,Budesonide 0.1 MG Dry Powder Inhaler [Budesonid Merck] Box of 1 by Mylan,Drug,RxNorm Extension,Marketed Product,S,OMOP2054545,2017-08-24,2099-12-31,NA,ICS
40856759,Beclomethasone 0.1 MG Metered Dose Inhaler [Ventolair] Box of 2 by TEVA,Drug,RxNorm Extension,Marketed Product,S,OMOP2054721,2017-08-24,2099-12-31,NA,ICS
40862524,Theophylline Oral Solution [Solosin],Drug,RxNorm Extension,Branded Drug Form,S,OMOP2060486,2017-08-24,2099-12-31,NA,theophylline
40862525,Theophylline Extended Release Oral Capsule [Aerobin],Drug,RxNorm Extension,Branded Drug Form,S,OMOP2060487,2017-08-24,2099-12-31,NA,theophylline
40862526,Theophylline Oral Tablet [Tromphyllin Retard 300],Drug,RxNorm Extension,Branded Drug Form,S,OMOP2060488,2017-08-24,2099-12-31,NA,theophylline
40862527,Theophylline Extended Release Oral Tablet [Pulmidur],Drug,RxNorm Extension,Branded Drug Form,S,OMOP2060489,2017-08-24,2099-12-31,NA,theophylline
40862539,Terbutaline Extended Release Oral Capsule [Asthmoprotect],Drug,RxNorm Extension,Branded Drug Form,S,OMOP2060501,2017-08-24,2099-12-31,NA,SABA
40862540,Terbutaline Extended Release Oral Capsule [Asthmo Kranit],Drug,RxNorm Extension,Branded Drug Form,S,OMOP2060502,2017-08-24,2099-12-31,NA,SABA
40862672,Albuterol Dry Powder Inhaler [Salbulair],Drug,RxNorm Extension,Branded Drug Form,S,OMOP2060634,2017-08-24,2099-12-31,NA,SABA
40863052,montelukast Chewable Tablet [Montelukast Hormos],Drug,RxNorm Extension,Branded Drug Form,S,OMOP2061014,2017-08-24,2099-12-31,NA,LTRA
40863558,fluticasone / salmeterol Dry Powder Inhaler [Flusalio],Drug,RxNorm Extension,Branded Drug Form,S,OMOP2061520,2017-08-24,2099-12-31,NA,combo
40865117,Theophylline 100 MG Chewable Tablet Box of 50,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2063079,2017-08-24,2099-12-31,NA,theophylline
40865118,Theophylline 125 MG Extended Release Oral Capsule Box of 100,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2063080,2017-08-24,2099-12-31,NA,theophylline
40865119,Theophylline 125 MG Extended Release Oral Capsule Box of 20,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2063081,2017-08-24,2099-12-31,NA,theophylline
40865120,Theophylline 125 MG Oral Tablet Box of 50,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2063082,2017-08-24,2099-12-31,NA,theophylline
40865121,Theophylline 1 MG/ML Oral Solution Box of 1,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2063083,2017-08-24,2099-12-31,NA,theophylline
40865123,Theophylline 400 MG Extended Release Oral Capsule Box of 500,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2063085,2017-08-24,2099-12-31,NA,theophylline
40865124,Theophylline 400 MG Extended Release Oral Tablet Box of 100,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2063086,2017-08-24,2099-12-31,NA,theophylline
40865125,Theophylline 400 MG Oral Tablet Box of 1,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2063087,2017-08-24,2099-12-31,NA,theophylline
40865129,Theophylline 135 MG Extended Release Oral Tablet Box of 50,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2063091,2017-08-24,2099-12-31,NA,theophylline
40865130,Theophylline 600 MG Extended Release Oral Tablet Box of 20,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2063092,2017-08-24,2099-12-31,NA,theophylline
40865131,Theophylline 104 MG/ML Injectable Solution,Drug,RxNorm Extension,Clinical Drug,S,OMOP2063093,2017-08-24,2099-12-31,NA,theophylline
40865132,Theophylline 250 MG Extended Release Oral Capsule Box of 500,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2063094,2017-08-24,2099-12-31,NA,theophylline
40865133,Theophylline 250 MG Extended Release Oral Tablet Box of 400,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2063095,2017-08-24,2099-12-31,NA,theophylline
40865134,Theophylline 0.0333 MG/MG Oral Solution Box of 20,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2063096,2017-08-24,2099-12-31,NA,theophylline
40865135,Theophylline 35 MG/ML Injectable Solution Box of 5,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2063097,2017-08-24,2099-12-31,NA,theophylline
40865160,Terbutaline 2.5 MG Oral Tablet Box of 2000,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2063122,2017-08-24,2099-12-31,NA,SABA
40865161,Terbutaline 7.5 MG Extended Release Oral Capsule Box of 1000,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2063123,2017-08-24,2099-12-31,NA,SABA
40865418,salmeterol 0.0363 MG/ACTUAT Dry Powder Inhaler,Drug,RxNorm Extension,Clinical Drug,S,OMOP2063380,2017-08-24,2099-12-31,NA,LABA
40865427,Albuterol 0.0000417 MG/MG Dry Powder Inhaler Box of 8,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2063389,2017-08-24,2099-12-31,NA,SABA
40865430,Albuterol 0.2 MG Dry Powder Inhaler Box of 2500,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2063392,2017-08-24,2099-12-31,NA,SABA
40865431,Albuterol 0.4 MG Dry Powder Inhaler Box of 1,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2063393,2017-08-24,2099-12-31,NA,SABA
40865433,Albuterol 0.12 MG/ACTUAT Dry Powder Inhaler,Drug,RxNorm Extension,Clinical Drug,S,OMOP2063395,2017-08-24,2099-12-31,NA,SABA
40865434,Albuterol 2 MG Rectal Suppository,Drug,RxNorm Extension,Clinical Drug,S,OMOP2063396,2017-08-24,2099-12-31,NA,SABA
40865435,Albuterol 2 MG Oral Tablet Box of 2500,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2063397,2017-08-24,2099-12-31,NA,SABA
40865437,Albuterol 0.0000519 MG/MG Dry Powder Inhaler,Drug,RxNorm Extension,Clinical Drug,S,OMOP2063399,2017-08-24,2099-12-31,NA,SABA
40865440,Albuterol 0.1 MG Metered Dose Inhaler Box of 1,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2063402,2017-08-24,2099-12-31,NA,SABA
40865441,Albuterol 0.6 MG/ML Injectable Solution Box of 5,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2063403,2017-08-24,2099-12-31,NA,SABA
40865442,Albuterol 8 MG Extended Release Oral Tablet Box of 400,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2063404,2017-08-24,2099-12-31,NA,SABA
40865443,Albuterol 4 MG Oral Tablet Box of 500,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2063405,2017-08-24,2099-12-31,NA,SABA
40865444,Albuterol 4 MG Oral Tablet Box of 100,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2063406,2017-08-24,2099-12-31,NA,SABA
40866024,metaproterenol 20 MG Oral Tablet Box of 20,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2063986,2017-08-24,2099-12-31,NA,SABA
40866025,metaproterenol 90 MG Oral Tablet,Drug,RxNorm Extension,Clinical Drug,S,OMOP2063987,2017-08-24,2099-12-31,NA,SABA
40866257,montelukast 10 MG Oral Tablet Box of 20,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2064219,2017-08-24,2099-12-31,NA,LTRA
40866258,montelukast 4 MG Chewable Tablet Box of 200,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2064220,2017-08-24,2099-12-31,NA,LTRA
40866259,montelukast 5 MG Chewable Tablet Box of 98,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2064221,2017-08-24,2099-12-31,NA,LTRA
40866260,montelukast 5 MG Chewable Tablet Box of 56,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2064222,2017-08-24,2099-12-31,NA,LTRA
40867286,fluticasone 0.2 MG / vilanterol 0.0398 MG Dry Powder Inhaler,Drug,RxNorm Extension,Clinical Drug,S,OMOP2065248,2017-08-24,2099-12-31,NA,combo
40867290,fluticasone 15 MG Dry Powder Inhaler Box of 10,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2065252,2017-08-24,2099-12-31,NA,ICS
40867291,fluticasone 0.25 MG Dry Powder Inhaler Box of 10,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2065253,2017-08-24,2099-12-31,NA,ICS
40868403,ciclesonide 0.08 MG/ACTUAT Metered Dose Inhaler Box of 120,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2066365,2017-08-24,2099-12-31,NA,ICS
40868414,Theophylline 600 MG Oral Tablet,Drug,RxNorm Extension,Clinical Drug,S,OMOP2066376,2017-08-24,2099-12-31,NA,theophylline
40868415,Theophylline 165 MG Oral Tablet Box of 1000,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP2066377,2017-08-24,2099-12-31,NA,theophylline
